date,ticker,name,cash_buy,deposit_buy,sell
2024-12-02,EUR,EURO,23737.79,23977.57,25045.79
2024-12-02,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-02,JPY,YEN,167.24,168.93,176.91
2024-12-02,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-02,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-02,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-02,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-02,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-02,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-02,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-02,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-02,INR,INDIAN RUPEE,,294.08,305.62
2024-12-02,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-02,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-02,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-02,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-02,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-02,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-02,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-03,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-03,EUR,EURO,23737.79,23977.57,25045.79
2024-12-03,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-03,JPY,YEN,167.24,168.93,176.91
2024-12-03,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-03,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-03,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-03,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-03,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-03,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-03,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-03,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-03,INR,INDIAN RUPEE,,294.08,305.62
2024-12-03,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-03,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-03,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-03,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-03,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-03,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-03,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-04,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-04,EUR,EURO,23737.79,23977.57,25045.79
2024-12-04,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-04,JPY,YEN,167.24,168.93,176.91
2024-12-04,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-04,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-04,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-04,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-04,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-04,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-04,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-04,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-04,INR,INDIAN RUPEE,,294.08,305.62
2024-12-04,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-04,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-04,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-04,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-04,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-04,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-04,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-05,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-05,EUR,EURO,23737.79,23977.57,25045.79
2024-12-05,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-05,JPY,YEN,167.24,168.93,176.91
2024-12-05,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-05,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-05,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-05,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-05,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-05,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-05,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-05,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-05,INR,INDIAN RUPEE,,294.08,305.62
2024-12-05,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-05,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-05,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-05,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-05,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-05,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-05,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-06,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-06,EUR,EURO,23737.79,23977.57,25045.79
2024-12-06,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-06,JPY,YEN,167.24,168.93,176.91
2024-12-06,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-06,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-06,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-06,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-06,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-06,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-06,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-06,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-06,INR,INDIAN RUPEE,,294.08,305.62
2024-12-06,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-06,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-06,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-06,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-06,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-06,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-06,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-07,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-07,EUR,EURO,23737.79,23977.57,25045.79
2024-12-07,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-07,JPY,YEN,167.24,168.93,176.91
2024-12-07,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-07,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-07,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-07,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-07,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-07,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-07,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-07,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-07,INR,INDIAN RUPEE,,294.08,305.62
2024-12-07,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-07,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-07,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-07,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-07,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-07,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-07,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-08,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-08,EUR,EURO,23737.79,23977.57,25045.79
2024-12-08,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-08,JPY,YEN,167.24,168.93,176.91
2024-12-08,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-08,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-08,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-08,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-08,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-08,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-08,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-08,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-08,INR,INDIAN RUPEE,,294.08,305.62
2024-12-08,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-08,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-08,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-08,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-08,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-08,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-08,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-09,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-09,EUR,EURO,23737.79,23977.57,25045.79
2024-12-09,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-09,JPY,YEN,167.24,168.93,176.91
2024-12-09,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-09,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-09,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-09,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-09,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-09,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-09,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-09,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-09,INR,INDIAN RUPEE,,294.08,305.62
2024-12-09,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-09,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-09,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-09,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-09,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-09,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-09,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-10,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-10,EUR,EURO,23737.79,23977.57,25045.79
2024-12-10,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-10,JPY,YEN,167.24,168.93,176.91
2024-12-10,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-10,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-10,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-10,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-10,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-10,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-10,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-10,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-10,INR,INDIAN RUPEE,,294.08,305.62
2024-12-10,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-10,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-10,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-10,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-10,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-10,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-10,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-11,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-11,EUR,EURO,23737.79,23977.57,25045.79
2024-12-11,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-11,JPY,YEN,167.24,168.93,176.91
2024-12-11,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-11,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-11,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-11,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-11,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-11,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-11,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-11,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-11,INR,INDIAN RUPEE,,294.08,305.62
2024-12-11,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-11,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-11,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-11,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-11,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-11,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-11,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-12,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-12,EUR,EURO,23737.79,23977.57,25045.79
2024-12-12,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-12,JPY,YEN,167.24,168.93,176.91
2024-12-12,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-12,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-12,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-12,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-12,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-12,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-12,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-12,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-12,INR,INDIAN RUPEE,,294.08,305.62
2024-12-12,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-12,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-12,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-12,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-12,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-12,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-12,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-13,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-13,EUR,EURO,23737.79,23977.57,25045.79
2024-12-13,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-13,JPY,YEN,167.24,168.93,176.91
2024-12-13,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-13,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-13,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-13,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-13,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-13,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-13,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-13,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-13,INR,INDIAN RUPEE,,294.08,305.62
2024-12-13,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-13,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-13,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-13,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-13,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-13,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-13,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-14,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-14,EUR,EURO,23737.79,23977.57,25045.79
2024-12-14,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-14,JPY,YEN,167.24,168.93,176.91
2024-12-14,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-14,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-14,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-14,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-14,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-14,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-14,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-14,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-14,INR,INDIAN RUPEE,,294.08,305.62
2024-12-14,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-14,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-14,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-14,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-14,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-14,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-14,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-15,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-15,EUR,EURO,23737.79,23977.57,25045.79
2024-12-15,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-15,JPY,YEN,167.24,168.93,176.91
2024-12-15,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-15,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-15,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-15,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-15,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-15,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-15,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-15,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-15,INR,INDIAN RUPEE,,294.08,305.62
2024-12-15,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-15,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-15,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-15,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-15,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-15,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-15,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-16,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-16,EUR,EURO,23737.79,23977.57,25045.79
2024-12-16,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-16,JPY,YEN,167.24,168.93,176.91
2024-12-16,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-16,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-16,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-16,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-16,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-16,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-16,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-16,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-16,INR,INDIAN RUPEE,,294.08,305.62
2024-12-16,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-16,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-16,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-16,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-16,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-16,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-16,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-17,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-17,EUR,EURO,23737.79,23977.57,25045.79
2024-12-17,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-17,JPY,YEN,167.24,168.93,176.91
2024-12-17,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-17,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-17,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-17,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-17,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-17,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-17,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-17,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-17,INR,INDIAN RUPEE,,294.08,305.62
2024-12-17,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-17,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-17,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-17,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-17,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-17,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-17,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-18,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-18,EUR,EURO,23737.79,23977.57,25045.79
2024-12-18,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-18,JPY,YEN,167.24,168.93,176.91
2024-12-18,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-18,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-18,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-18,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-18,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-18,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-18,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-18,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-18,INR,INDIAN RUPEE,,294.08,305.62
2024-12-18,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-18,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-18,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-18,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-18,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-18,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-18,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-19,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-19,EUR,EURO,23737.79,23977.57,25045.79
2024-12-19,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-19,JPY,YEN,167.24,168.93,176.91
2024-12-19,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-19,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-19,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-19,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-19,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-19,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-19,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-19,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-19,INR,INDIAN RUPEE,,294.08,305.62
2024-12-19,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-19,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-19,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-19,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-19,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-19,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-19,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-20,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-20,EUR,EURO,23737.79,23977.57,25045.79
2024-12-20,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-20,JPY,YEN,167.24,168.93,176.91
2024-12-20,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-20,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-20,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-20,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-20,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-20,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-20,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-20,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-20,INR,INDIAN RUPEE,,294.08,305.62
2024-12-20,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-20,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-20,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-20,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-20,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-20,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-20,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-21,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-21,EUR,EURO,23737.79,23977.57,25045.79
2024-12-21,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-21,JPY,YEN,167.24,168.93,176.91
2024-12-21,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-21,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-21,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-21,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-21,CHF,SWISS FRANC,23712.27,23951.79,24702.48
2024-12-21,HKD,HONGKONG DOLLAR,2895.02,2924.26,3015.91
2024-12-21,CNY,YUAN RENMINBI,3407.18,3441.60,3550.00
2024-12-21,DKK,DANISH KRONE,,3215.58,3336.32
2024-12-21,INR,INDIAN RUPEE,,294.08,305.62
2024-12-21,KRW,KOREAN WON,15.54,17.27,18.92
2024-12-21,KWD,KUWAITI DINAR,,75785.83,78759.18
2024-12-21,MYR,MALAYSIAN RINGGIT,,5231.26,5341.53
2024-12-21,NOK,NORWEGIAN KRONER,,2299.34,2395.24
2024-12-21,RUB,RUSSIAN RUBLE,,380.32,515.00
2024-12-21,SAR,SAUDI RIAL,,6194.31,6437.33
2024-12-21,SEK,SWEDISH KRONA,,2218.03,2310.55
2024-12-22,USD,US DOLLAR,23130.00,23160.00,23440.00
2024-12-22,EUR,EURO,23737.79,23977.57,25045.79
2024-12-22,GBP,POUND STERLING,27507.86,27785.72,28656.57
2024-12-22,JPY,YEN,167.24,168.93,176.91
2024-12-22,AUD,AUSTRALIAN DOLLAR,15459.54,15615.70,16105.12
2024-12-22,SGD,SINGAPORE DOLLAR,16298.15,16462.77,16978.74
2024-12-22,THB,THAILAND BAHT,578.22,642.47,666.59
2024-12-22,CAD,CANADIAN DOLLAR,17589.12,17766.79,18323.64
2024-12-22,CHF,SWISS FRANC,23712.27,23951.79,24702.48
